timestamp_unix,phase,cpu_total_mcores,cpu_p2p_mean_mcores,cpu_p2p_max_mcores,mem_total_mib,mem_p2p_mean_mib,mem_p2p_max_mib,net_rx_bytes_cum,net_tx_bytes_cum
1787918137,enhanced,14628,457,1005,12926,403,1380,0,0
1787918143,enhanced,14628,457,1005,12926,403,1380,0,0
1787918148,enhanced,14628,457,1005,12926,403,1380,0,0
1787918153,enhanced,15242,476,1005,13112,409,1380,0,0
1787918158,enhanced,15242,476,1005,13112,409,1380,0,0
1787918163,enhanced,15242,476,1005,13112,409,1380,0,0
1787918169,enhanced,14760,461,1002,13012,406,1379,0,0
1787918174,enhanced,14760,461,1002,13012,406,1379,0,0
1787918179,enhanced,13320,416,1002,12937,404,1379,0,0
1787918184,enhanced,13320,416,1002,12937,404,1379,0,0
1787918190,enhanced,13320,416,1002,12937,404,1379,318283493552,302722668304
1787918197,enhanced,14992,468,1003,13125,410,1380,0,0
1787918203,enhanced,14992,468,1003,13125,410,1380,0,0
1787918208,enhanced,14992,468,1003,13125,410,1380,0,0
1787918213,enhanced,14819,463,1002,12946,404,1379,0,0
1787918218,enhanced,14819,463,1002,12946,404,1379,0,0
1787918223,enhanced,14819,463,1002,12946,404,1379,0,0
1787918229,enhanced,15296,478,1003,13248,414,1380,0,0
1787918234,enhanced,15296,478,1003,13248,414,1380,0,0
1787918239,enhanced,12994,406,1002,12973,405,1380,0,0
1787918244,enhanced,12994,406,1002,12973,405,1380,0,0
1787918250,enhanced,12994,406,1002,12973,405,1380,351673824774,336245271604
1787918257,enhanced,15485,483,1003,13129,410,1380,0,0
1787918263,enhanced,15485,483,1003,13129,410,1380,0,0
1787918268,enhanced,15485,483,1003,13129,410,1380,0,0
1787918273,enhanced,16245,507,1002,13171,411,1380,0,0
1787918278,enhanced,16245,507,1002,13171,411,1380,0,0
1787918284,enhanced,16245,507,1002,13171,411,1380,0,0
1787918289,enhanced,15071,470,1001,12899,403,1380,0,0
1787918294,enhanced,15071,470,1001,12899,403,1380,0,0
1787918299,enhanced,14002,437,1001,12884,402,1379,0,0
1787918304,enhanced,14002,437,1001,12884,402,1379,0,0
1787918310,enhanced,14002,437,1001,12884,402,1379,386520429266,371178541954
1787918318,enhanced,13319,416,1002,13050,407,1380,0,0
1787918323,enhanced,13319,416,1002,13050,407,1380,0,0
1787918328,enhanced,13319,416,1002,13050,407,1380,0,0
1787918333,enhanced,15800,493,1001,13140,410,1380,0,0
1787918338,enhanced,15800,493,1001,13140,410,1380,0,0
1787918344,enhanced,15800,493,1001,13140,410,1380,0,0
1787918349,enhanced,15568,486,1001,13273,414,1380,0,0
1787918354,enhanced,15568,486,1001,13273,414,1380,0,0
1787918359,enhanced,14953,467,1001,12960,405,1380,0,0
1787918364,enhanced,14953,467,1001,12960,405,1380,0,0
1787918370,enhanced,14953,467,1001,12960,405,1380,420970258558,405117922306
1787918377,enhanced,13568,424,1002,12937,404,1381,0,0
1787918383,enhanced,13568,424,1002,12937,404,1381,0,0
1787918388,enhanced,13568,424,1002,12937,404,1381,0,0
1787918393,enhanced,14091,440,1002,13055,407,1381,0,0
1787918398,enhanced,14091,440,1002,13055,407,1381,0,0
1787918404,enhanced,14091,440,1002,13055,407,1381,0,0
1787918409,enhanced,15144,473,1001,13209,412,1381,0,0
1787918414,enhanced,15144,473,1001,13209,412,1381,0,0
1787918419,enhanced,15482,483,1009,12831,400,1381,0,0
1787918424,enhanced,15482,483,1009,12831,400,1381,0,0
1787918430,enhanced,15482,483,1009,12831,400,1381,455815276174,439334662238
1787918437,enhanced,13744,429,1002,13158,411,1381,0,0
1787918443,enhanced,13744,429,1002,13158,411,1381,0,0
1787918448,enhanced,13744,429,1002,13158,411,1381,0,0
1787918453,enhanced,14219,444,1003,13099,409,1381,0,0
1787918458,enhanced,14219,444,1003,13099,409,1381,0,0
1787918464,enhanced,14219,444,1003,13099,409,1381,0,0
1787918469,enhanced,15081,471,1002,13025,407,1381,0,0
1787918474,enhanced,15081,471,1002,13025,407,1381,0,0
1787918479,enhanced,16577,518,1002,12928,404,1380,0,0
1787918484,enhanced,16577,518,1002,12928,404,1380,0,0
1787918490,enhanced,16577,518,1002,12928,404,1380,490576765232,474394014902
1787918498,enhanced,13874,433,1002,12847,401,1380,0,0
1787918503,enhanced,13874,433,1002,12847,401,1380,0,0
1787918508,enhanced,13874,433,1002,12847,401,1380,0,0
1787918513,enhanced,13742,429,1001,12789,399,1380,0,0
1787918518,enhanced,13742,429,1001,12789,399,1380,0,0
1787918524,enhanced,13742,429,1001,12789,399,1380,0,0
1787918529,enhanced,14911,465,1003,13191,412,1380,0,0
1787918534,enhanced,14911,465,1003,13191,412,1380,0,0
1787918539,enhanced,15259,476,1001,12858,401,1380,0,0
1787918544,enhanced,15259,476,1001,12858,401,1380,0,0
1787918550,enhanced,15259,476,1001,12858,401,1380,525115497336,508879122314
1787918558,enhanced,14106,440,1002,13265,414,1380,0,0
1787918563,enhanced,14106,440,1002,13265,414,1380,0,0
1787918568,enhanced,14106,440,1002,13265,414,1380,0,0
1787918573,enhanced,13605,425,1001,13032,407,1380,0,0
1787918579,enhanced,13605,425,1001,13032,407,1380,0,0
1787918584,enhanced,13605,425,1001,13032,407,1380,0,0
1787918589,enhanced,15550,485,1003,13178,411,1381,0,0
1787918594,enhanced,15550,485,1003,13178,411,1381,0,0
1787918599,enhanced,15185,474,1002,13344,417,1381,0,0
1787918605,enhanced,15185,474,1002,13344,417,1381,0,0
1787918610,enhanced,15185,474,1002,13344,417,1381,558992571678,542311511356
1787918618,enhanced,16092,502,1002,13247,413,1381,0,0
1787918623,enhanced,16092,502,1002,13247,413,1381,0,0
1787918628,enhanced,16092,502,1002,13247,413,1381,0,0
1787918633,enhanced,12886,402,1002,13011,406,1381,0,0
1787918638,enhanced,12886,402,1002,13011,406,1381,0,0
1787918644,enhanced,12886,402,1002,13011,406,1381,0,0
1787918649,enhanced,15398,481,1003,13201,412,1381,0,0
1787918654,enhanced,15398,481,1003,13201,412,1381,0,0
1787918659,enhanced,15576,486,1003,12910,403,1380,0,0
1787918665,enhanced,15576,486,1003,12910,403,1380,0,0
1787918670,enhanced,15576,486,1003,12910,403,1380,592561532106,576139558850
1787918678,enhanced,15210,475,1005,13121,410,1381,0,0
1787918683,enhanced,15210,475,1005,13121,410,1381,0,0
1787918688,enhanced,15210,475,1005,13121,410,1381,0,0
1787918693,enhanced,13161,411,1002,12920,403,1381,0,0
1787918698,enhanced,13161,411,1002,12920,403,1381,0,0
1787918704,enhanced,13161,411,1002,12920,403,1381,0,0
1787918709,enhanced,13613,425,1002,13011,406,1381,0,0
1787918714,enhanced,13613,425,1002,13011,406,1381,0,0
1787918719,enhanced,14813,462,1003,13167,411,1381,0,0
1787918725,enhanced,14813,462,1003,13167,411,1381,0,0
1787918730,enhanced,14813,462,1003,13167,411,1381,627934620338,611726684486
1787918738,enhanced,15308,478,1001,12972,405,1381,0,0
1787918743,enhanced,15308,478,1001,12972,405,1381,0,0
1787918748,enhanced,15308,478,1001,12972,405,1381,0,0
1787918753,enhanced,14070,439,1002,12952,404,1382,0,0
1787918759,enhanced,14070,439,1002,12952,404,1382,0,0
1787918764,enhanced,14070,439,1002,12952,404,1382,0,0
1787918769,enhanced,13552,423,1003,12820,400,1382,0,0
1787918774,enhanced,13552,423,1003,12820,400,1382,0,0
1787918779,enhanced,15023,469,1002,12837,401,1382,0,0
1787918785,enhanced,15023,469,1002,12837,401,1382,0,0
1787918790,enhanced,15023,469,1002,12837,401,1382,663562558344,647141436636
1787918798,enhanced,14627,457,1001,12659,395,1381,0,0
1787918803,enhanced,14627,457,1001,12659,395,1381,0,0
1787918808,enhanced,14627,457,1001,12659,395,1381,0,0
1787918813,enhanced,13246,413,1002,12656,395,1381,0,0
1787918819,enhanced,13246,413,1002,12656,395,1381,0,0
1787918824,enhanced,13246,413,1002,12656,395,1381,0,0
1787918829,enhanced,13942,435,1002,12973,405,1381,0,0
1787918834,enhanced,13942,435,1002,12973,405,1381,0,0
1787918839,enhanced,14848,464,1001,12788,399,1381,0,0
1787918845,enhanced,14848,464,1001,12788,399,1381,0,0
1787918850,enhanced,14848,464,1001,12788,399,1381,699417134852,683474030262
1787918858,enhanced,14866,464,1002,12655,395,1381,0,0
1787918863,enhanced,14866,464,1002,12655,395,1381,0,0
1787918868,enhanced,14866,464,1002,12655,395,1381,0,0
1787918873,enhanced,13037,407,1002,12858,401,1381,0,0
1787918878,enhanced,13037,407,1002,12858,401,1381,0,0
1787918884,enhanced,13037,407,1002,12858,401,1381,0,0
1787918889,enhanced,14092,440,1002,12644,395,1381,0,0
1787918894,enhanced,14092,440,1002,12644,395,1381,0,0
1787918899,enhanced,14720,460,1002,13234,413,1381,0,0
1787918905,enhanced,14720,460,1002,13234,413,1381,0,0
1787918910,enhanced,14720,460,1002,13234,413,1381,735056345610,719822694744
1787918918,enhanced,14721,460,1002,12998,406,1381,0,0
1787918923,enhanced,14721,460,1002,12998,406,1381,0,0
1787918928,enhanced,14721,460,1002,12998,406,1381,0,0
1787918933,enhanced,13173,411,1001,13065,408,1381,0,0
1787918939,enhanced,13173,411,1001,13065,408,1381,0,0
1787918944,enhanced,13173,411,1001,13065,408,1381,0,0
1787918949,enhanced,15486,483,1002,13273,414,1381,0,0
1787918954,enhanced,15486,483,1002,13273,414,1381,0,0
1787918959,enhanced,16167,505,1002,13151,410,1381,0,0
1787918965,enhanced,16167,505,1002,13151,410,1381,0,0
1787918970,enhanced,16167,505,1002,13151,410,1381,769526389488,754367619542
1787918978,enhanced,15830,494,1002,13049,407,1381,0,0
1787918983,enhanced,15830,494,1002,13049,407,1381,0,0
1787918988,enhanced,15830,494,1002,13049,407,1381,0,0
1787918993,enhanced,13365,417,1002,12877,402,1381,0,0
1787918999,enhanced,13365,417,1002,12877,402,1381,0,0
1787919004,enhanced,13365,417,1002,12877,402,1381,0,0
1787919009,enhanced,14684,458,1002,12955,404,1381,0,0
1787919014,enhanced,14684,458,1002,12955,404,1381,0,0
1787919019,enhanced,15385,480,1001,13040,407,1381,0,0
1787919025,enhanced,15385,480,1001,13040,407,1381,0,0
1787919030,enhanced,15385,480,1001,13040,407,1381,803681676654,788459860930
1787919038,enhanced,15978,499,1002,13254,414,1381,0,0
1787919043,enhanced,15978,499,1002,13254,414,1381,0,0
1787919048,enhanced,15978,499,1002,13254,414,1381,0,0
1787919053,enhanced,15023,469,1002,12989,405,1382,0,0
1787919059,enhanced,15023,469,1002,12989,405,1382,0,0
1787919064,enhanced,15023,469,1002,12989,405,1382,0,0
1787919069,enhanced,13659,426,1002,13096,409,1382,0,0
1787919074,enhanced,13659,426,1002,13096,409,1382,0,0
1787919080,enhanced,15748,492,1002,13002,406,1382,831630209334,816345792880
1787919087,enhanced,15748,492,1002,13002,406,1382,0,0
1787919093,enhanced,15748,492,1002,13002,406,1382,0,0
1787919098,enhanced,15141,473,1002,13178,411,1382,0,0
1787919103,enhanced,15141,473,1002,13178,411,1382,0,0
1787919108,enhanced,0,0,0,0,0,0,0,0
1787919113,enhanced,0,0,0,0,0,0,0,0
1787919119,enhanced,0,0,0,0,0,0,0,0
1787919124,enhanced,0,0,0,0,0,0,0,0
1787919129,enhanced,0,0,0,0,0,0,0,0
# monitor exited at 1787919134
