timestamp_unix,phase,cpu_total_mcores,cpu_p2p_mean_mcores,cpu_p2p_max_mcores,mem_total_mib,mem_p2p_mean_mib,mem_p2p_max_mib,net_rx_bytes_cum,net_tx_bytes_cum
1787917578,rapidchain,0,0,0,0,0,0,0,0
1787917583,rapidchain,0,0,0,0,0,0,0,0
1787917588,rapidchain,0,0,0,0,0,0,0,0
1787917593,rapidchain,0,0,0,0,0,0,0,0
1787917599,rapidchain,0,0,0,0,0,0,0,0
1787917604,rapidchain,0,0,0,0,0,0,0,0
1787917609,rapidchain,0,0,0,0,0,0,0,0
1787917614,rapidchain,0,0,0,0,0,0,0,0
1787917619,rapidchain,0,0,0,0,0,0,0,0
1787917624,rapidchain,0,0,0,0,0,0,0,0
1787917629,rapidchain,1329,66,85,511,25,32,0,0
1787917634,rapidchain,1329,66,85,511,25,32,0,0
1787917639,rapidchain,1329,66,85,511,25,32,0,0
1787917645,rapidchain,1658,41,77,941,23,33,0,0
1787917650,rapidchain,1658,41,77,941,23,33,23840269664,114892858
1787917658,rapidchain,745,15,79,1022,21,33,0,0
1787917663,rapidchain,745,15,79,1022,21,33,0,0
1787917669,rapidchain,745,15,79,1022,21,33,0,0
1787917674,rapidchain,431,8,78,1000,20,33,0,0
1787917680,rapidchain,431,8,78,1000,20,33,24844146770,1107907502
1787917689,rapidchain,19645,409,1049,2360,49,89,0,0
1787917695,rapidchain,19645,409,1049,2360,49,89,0,0
1787917700,rapidchain,19645,409,1049,2360,49,89,26485876470,2752722898
1787917709,rapidchain,31778,662,1050,2862,59,92,0,0
1787917715,rapidchain,31778,662,1050,2862,59,92,0,0
1787917720,rapidchain,32692,681,1033,3224,67,126,28751594248,4861967730
1787917729,rapidchain,32692,681,1033,3224,67,126,0,0
1787917734,rapidchain,30767,640,1029,4609,96,205,0,0
1787917740,rapidchain,30767,640,1029,4609,96,205,33685562342,9503129186
1787917748,rapidchain,30596,637,1031,6763,140,370,0,0
1787917754,rapidchain,30596,637,1031,6763,140,370,0,0
1787917759,rapidchain,30596,637,1031,6763,140,370,0,0
1787917764,rapidchain,37400,779,1066,19330,402,1081,0,0
1787917770,rapidchain,37400,779,1066,19330,402,1081,50629934234,25723043120
1787917779,rapidchain,45933,956,1079,32006,666,1538,0,0
1787917784,rapidchain,45933,956,1079,32006,666,1538,0,0
1787917790,rapidchain,0,0,0,0,0,0,0,0
1787917841,rapidchain,0,0,0,0,0,0,0,0
1787917846,rapidchain,0,0,0,0,0,0,0,0
1787917852,rapidchain,0,0,0,0,0,0,0,0
1787917858,rapidchain,0,0,0,0,0,0,0,0
1787917863,rapidchain,0,0,0,0,0,0,0,0
1787917869,rapidchain,0,0,0,0,0,0,0,0
1787917874,rapidchain,0,0,0,0,0,0,0,0
1787917880,rapidchain,14235,837,1049,9836,578,1523,101317730894,75976884554
1787917889,rapidchain,12813,753,1046,7655,450,985,0,0
1787917894,rapidchain,12813,753,1046,7655,450,985,0,0
1787917899,rapidchain,0,0,0,0,0,0,0,0
1787917904,rapidchain,0,0,0,0,0,0,0,0
1787917909,rapidchain,0,0,0,0,0,0,0,0
1787917914,rapidchain,0,0,0,0,0,0,0,0
1787917919,rapidchain,21278,506,1029,19520,464,1350,0,0
1787917925,rapidchain,21278,506,1029,19520,464,1350,0,0
1787917930,rapidchain,24161,503,1071,23738,494,1568,114550263370,87700603592
1787917939,rapidchain,24161,503,1071,23738,494,1568,0,0
1787917944,rapidchain,24161,503,1071,23738,494,1568,0,0
1787917950,rapidchain,27645,575,1078,25068,522,1817,120540177508,93053065188
1787917958,rapidchain,27645,575,1078,25068,522,1817,0,0
1787917963,rapidchain,25887,539,1055,24325,506,1770,0,0
1787917969,rapidchain,25887,539,1055,24325,506,1770,0,0
1787917974,rapidchain,25887,539,1055,24325,506,1770,0,0
1787917979,rapidchain,22982,478,1055,21313,444,1770,0,0
1787917985,rapidchain,22982,478,1055,21313,444,1770,0,0
1787917990,rapidchain,19204,400,1055,19965,415,1640,128783237942,99900090200
1787917999,rapidchain,19204,400,1055,19965,415,1640,0,0
1787918004,rapidchain,19204,400,1055,19965,415,1640,0,0
1787918010,rapidchain,17304,360,1087,21293,443,2089,134737985708,105300061948
1787918018,rapidchain,17304,360,1087,21293,443,2089,0,0
1787918023,rapidchain,16217,337,1086,22294,464,2145,0,0
1787918029,rapidchain,16217,337,1086,22294,464,2145,0,0
1787918034,rapidchain,16217,337,1086,22294,464,2145,0,0
1787918039,rapidchain,15314,319,1093,24641,513,2168,0,0
1787918045,rapidchain,15314,319,1093,24641,513,2168,0,0
1787918050,rapidchain,15314,319,1093,24641,513,2168,143035801026,113993333076
1787918058,rapidchain,15531,323,1083,25864,538,2176,0,0
1787918064,rapidchain,15531,323,1083,25864,538,2176,0,0
1787918069,rapidchain,15910,331,1088,27111,564,2202,0,0
1787918075,rapidchain,15910,331,1088,27111,564,2202,0,0
1787918080,rapidchain,0,0,0,0,0,0,0,0
1787918085,rapidchain,0,0,0,0,0,0,0,0
1787918090,rapidchain,0,0,0,0,0,0,0,0
1787918096,rapidchain,0,0,0,0,0,0,0,0
# monitor exited at 1787918101
