timestamp_unix,phase,cpu_total_mcores,cpu_p2p_mean_mcores,cpu_p2p_max_mcores,mem_total_mib,mem_p2p_mean_mib,mem_p2p_max_mib,net_rx_bytes_cum,net_tx_bytes_cum
1787621430,enhanced,47815,724,1224,36612,554,2661,1392789277648,1354542885468
1787621439,enhanced,44576,619,1206,32721,454,2533,0,0
1787621444,enhanced,44576,619,1206,32721,454,2533,0,0
1787621449,enhanced,51036,654,1151,42570,545,2530,0,0
1787621455,enhanced,51036,654,1151,42570,545,2530,0,0
1787621460,enhanced,49111,711,1154,41437,600,2633,1322320961424,1283073229124
1787621469,enhanced,49111,711,1154,41437,600,2633,0,0
1787621474,enhanced,49111,711,1154,41437,600,2633,0,0
1787621480,enhanced,0,0,0,0,0,0,0,0
1787621485,enhanced,0,0,0,0,0,0,0,0
1787621490,enhanced,0,0,0,0,0,0,0,0
1787621495,enhanced,0,0,0,0,0,0,0,0
1787621500,enhanced,0,0,0,0,0,0,0,0
1787621505,enhanced,0,0,0,0,0,0,0,0
1787621510,enhanced,0,0,0,0,0,0,0,0
1787621515,enhanced,0,0,0,0,0,0,0,0
1787621521,enhanced,0,0,0,0,0,0,0,0
1787621526,enhanced,0,0,0,0,0,0,0,0
1787621531,enhanced,0,0,0,0,0,0,0,0
1787621536,enhanced,0,0,0,0,0,0,0,0
1787621541,enhanced,0,0,0,0,0,0,0,0
# monitor exited at 1787621546
