timestamp_unix,phase,cpu_total_mcores,cpu_p2p_mean_mcores,cpu_p2p_max_mcores,mem_total_mib,mem_p2p_mean_mib,mem_p2p_max_mib,net_rx_bytes_cum,net_tx_bytes_cum
1787926930,rapidchain,3941,246,601,1951,121,212,23016937927,6602465423
1787926937,rapidchain,3941,246,601,1951,121,212,0,0
1787926942,rapidchain,3941,246,601,1951,121,212,0,0
1787926947,rapidchain,4105,256,601,1929,120,210,0,0
1787926952,rapidchain,4105,256,601,1929,120,210,0,0
1787926958,rapidchain,4105,256,601,1929,120,210,0,0
1787926963,rapidchain,3543,221,601,1924,120,218,0,0
1787926968,rapidchain,3543,221,601,1924,120,218,0,0
1787926973,rapidchain,3543,221,601,1924,120,218,0,0
1787926978,rapidchain,3532,220,601,1954,122,220,0,0
1787926983,rapidchain,3532,220,601,1954,122,220,0,0
1787926989,rapidchain,3532,220,601,1954,122,220,0,0
1787926994,rapidchain,4374,273,601,2044,127,233,0,0
1787926999,rapidchain,4374,273,601,2044,127,233,0,0
1787927004,rapidchain,3875,242,601,2076,129,247,0,0
1787927009,rapidchain,3875,242,601,2076,129,247,0,0
1787927014,rapidchain,3875,242,601,2076,129,247,0,0
1787927020,rapidchain,3800,237,601,2070,129,248,23286324315,6860027301
1787927027,rapidchain,3800,237,601,2070,129,248,0,0
1787927032,rapidchain,3800,237,601,2070,129,248,0,0
1787927037,rapidchain,3616,226,602,2108,131,266,0,0
1787927043,rapidchain,3616,226,602,2108,131,266,0,0
1787927048,rapidchain,3616,226,602,2108,131,266,0,0
1787927053,rapidchain,3795,237,601,2166,135,266,0,0
1787927058,rapidchain,3795,237,601,2166,135,266,0,0
1787927063,rapidchain,3795,237,601,2166,135,266,0,0
1787927068,rapidchain,3948,246,601,2236,139,277,0,0
1787927074,rapidchain,3948,246,601,2236,139,277,0,0
1787927079,rapidchain,3948,246,601,2236,139,277,0,0
1787927084,rapidchain,3787,236,601,2261,141,292,0,0
1787927089,rapidchain,3787,236,601,2261,141,292,0,0
1787927094,rapidchain,3389,211,600,2238,139,280,0,0
# monitor exited at 1787927125
